"ano","sq_candidato","nome_candidato","sigla_uf","sigla_partido","qtd_doacoes","qtd_doadores","total_receita","media_receita","recursos de outros candidatos/comitês","recursos de pessoas físicas","recursos de pessoas jurídicas","recursos próprios","qtd_despesas","qtd_fornecedores","total_despesa","media_despesa","descricao_cargo","sexo","grau_instrucao","estado_civil","descricao_ocupacao","votos"
2014,20000000273,"FERNANDO ANTÔNIO MACEDO HOLANDA","AL","PMDB",13,11,166904.9,15173.1727272727,4444.9,6000,NA,7460,73,69,198174.77,2872.09811594203,"DEPUTADO FEDERAL","MASCULINO","ENSINO FUNDAMENTAL COMPLETO","CASADO(A)","ADMINISTRADOR",14553
2014,20000000274,"PAULO FERNANDO DOS SANTOS","AL","PT",13,13,525800,40446.1538461538,800,31000,150000,1000,132,105,435024.99,4143.09514285714,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","DIVORCIADO(A)","DEPUTADO",53284
2014,20000000275,"JOÃO JOSÉ PEREIRA DE LYRA","AL","PSD",2,2,4000,2000,NA,2500,NA,NA,2,2,4000,2000,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","DIVORCIADO(A)","INDUSTRIAL",102
2014,20000000276,"ROBERTO CARLOS TEIXEIRA GOMES","AL","PSD",5,5,6725,1345,700,NA,25,NA,5,5,6718.4,1343.68,"DEPUTADO FEDERAL","MASCULINO","ENSINO MÉDIO COMPLETO","DIVORCIADO(A)","EMPRESÁRIO",1685
2014,20000000277,"ANTONIO CARLOS RAMOS","AL","PTB",13,10,59520,5952,800,16720,NA,NA,75,45,91363.39,2030.29755555556,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","COMERCIANTE",5027
2014,20000000278,"IVON BERTO TIBURCIO DE LIMA","AL","PTB",27,26,78005.81,3000.22346153846,900,17850,19255.81,NA,60,59,115005.81,1949.25101694915,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","POLICIAL MILITAR",6366
2014,20000000279,"GIVALDO DE SÁ GOUVEIA CARIMBÃO","AL","PROS",22,20,1230148.6,61507.43,1500,27500,30000,12000,354,320,1205888.32,3768.401,"DEPUTADO FEDERAL","MASCULINO","ENSINO FUNDAMENTAL INCOMPLETO","CASADO(A)","DEPUTADO",82582
2014,20000000280,"JAMISON RODRIGUES DA SILVA","AL","PHS",12,12,37829.65,3152.47083333333,700,2510,NA,94.65,17,17,37829.65,2225.27352941176,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","SERVIDOR PÚBLICO ESTADUAL",1577
2014,20000000281,"ALEXANDRE MURTA DE ARAÚJO ROCHA","AL","PMDB",12,11,128193.33,11653.9390909091,1500,9833.33,360,8500,70,55,129068.37,2346.69763636364,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR INCOMPLETO","CASADO(A)","CORRETOR DE IMÓVEIS, SEGUROS, TÍTULOS E VALORES",3783
2014,20000000282,"CARLOS EUGÊNIO LESSA DE AZEVEDO SAMPAIO","AL","PMDB",20,18,67639.39,3757.74388888889,800,25239.39,1600,NA,70,66,145317.4,2201.77878787879,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","SOLTEIRO(A)","ADMINISTRADOR",10307
2014,20000000283,"FRANCISCO DE SOUZA IRMÃO","AL","PMDB",5,3,31620,10540,1500,NA,120,NA,26,25,76620,3064.8,"DEPUTADO FEDERAL","MASCULINO","ENSINO MÉDIO COMPLETO","DIVORCIADO(A)","TÉCNICO EM AGRONOMIA E AGRIMENSURA",4798
2014,20000000284,"HEMERSON CASADO GAMA","AL","PMDB",13,11,87901.57,7991.05181818182,NA,4000,6000,47901.57,135,99,104723.47,1057.81282828283,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","MÉDICO",15102
2014,20000000286,"MARIA DE FÁTIMA DOS SANTOS","AL","PMDB",4,2,5700,2850,NA,NA,700,NA,95,85,13371.77,157.314941176471,"DEPUTADO FEDERAL","FEMININO","ENSINO MÉDIO COMPLETO","SOLTEIRO(A)","CANTOR E COMPOSITOR",281
2014,20000000287,"MARX BELTRÃO LIMA SIQUEIRA","AL","PMDB",14,13,1258000,96769.2307692308,NA,82000,180000,NA,138,83,1073157,12929.6024096386,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","ADVOGADO",123317
2014,20000000289,"PEDRO RODRIGUES GAIA NETO","AL","PMDB",13,11,72100.71,6554.61,900,23975.71,NA,17225,80,71,114640.15,1614.65,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","MÉDICO",3864
2014,20000000364,"VENANCIO DOS ANJOS TELES","AL","PSDB",8,7,20442.38,2920.34,NA,6000,NA,20.3,46,39,26942.38,690.830256410256,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","SOLTEIRO(A)","ARQUITETO",3354
2014,20000000369,"JORGE VI LAMENHA LINS","AL","PSDB",66,35,382765.76,10936.1645714286,NA,25300,31920.68,NA,344,213,295581.86,1387.7082629108,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR INCOMPLETO","DIVORCIADO(A)","SERVIDOR PÚBLICO ESTADUAL",8515
2014,20000000373,"VANILDO RUFINO DOS SANTOS","AL","PSDB",12,11,79172.08,7197.46181818182,NA,1000,NA,2500,40,28,72141.78,2576.49214285714,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","DIVORCIADO(A)","VEREADOR",4170
2014,20000000380,"ROGERIO AUTO TEOFILO","AL","PSDB",30,27,809161.09,29968.9292592593,NA,17559,144900,NA,976,880,884462.98,1005.07156818182,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","OCUPANTE DE CARGO EM COMISSÃO",47097
2014,20000000382,"PEDRO TORRES BRANDÃO VILELA","AL","PSDB",25,21,1146348.51,54588.0242857143,NA,111072,4e+05,54.43,643,535,1428622.34,2670.32213084112,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","SOLTEIRO(A)","ADVOGADO",119582
2014,20000000385,"MARCOS ANTONIO FERREIRA NUNES","AL","PSDB",8,8,53022.08,6627.76,NA,NA,10000,NA,31,31,53017.08,1710.22838709677,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR INCOMPLETO","CASADO(A)","SERVIDOR PÚBLICO ESTADUAL",5280
2014,20000000391,"CLIUTON SANTOS","AL","PRB",11,11,15445.34,1404.12181818182,4740,3200,NA,1605.34,13,13,15445.34,1188.10307692308,"DEPUTADO FEDERAL","MASCULINO","ENSINO MÉDIO COMPLETO","SOLTEIRO(A)","SERVIDOR PÚBLICO ESTADUAL",425
2014,20000000444,"ZEDEQUIAS ALVES RIBEIRO","AL","PRB",7,7,15658.4,2236.91428571429,3740,NA,NA,18.4,16,16,15658.4,978.65,"DEPUTADO FEDERAL","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","AGRICULTOR",1768
2014,20000000446,"MARIA DO ROSÁRIO BARBOZA DA SILVA","AL","PRB",5,5,3190,638,1000,NA,NA,1290,9,9,3180.4,353.377777777778,"DEPUTADO FEDERAL","FEMININO","SUPERIOR COMPLETO","VIÚVO(A)","ASSISTENTE SOCIAL",206
2014,20000000449,"GESIEL ANTÔNIO DE OLIVEIRA","AL","PRB",3,3,2140,713.333333333333,NA,NA,NA,1240,5,5,2133.6,426.72,"DEPUTADO FEDERAL","MASCULINO","ENSINO FUNDAMENTAL INCOMPLETO","SOLTEIRO(A)","COMERCIANTE",2776
2014,20000000474,"JAILTON SANTOS COSTA","AL","PRTB",3,3,5530,1843.33333333333,NA,NA,NA,4530,5,5,5530,1106,"DEPUTADO FEDERAL","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","MÉDICO",3227
2014,20000000482,"MEIRE ROSE NUNES ALVES","AL","PR",2,2,2224,1112,NA,2224,NA,NA,2,2,2224,1112,"DEPUTADO FEDERAL","FEMININO","SUPERIOR COMPLETO","CASADO(A)","ESTUDANTE, BOLSISTA, ESTAGIÁRIO E ASSEMELHADOS",80
2014,20000000503,"ADERVAL ROCHA TENÓRIO","AL","PRTB",16,15,139250,9283.33333333333,NA,70350,69400,NA,144,117,121112.87,1035.15273504274,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR INCOMPLETO","SOLTEIRO(A)","ESTUDANTE, BOLSISTA, ESTAGIÁRIO E ASSEMELHADOS",19392
2014,20000000541,"JULIO CESAR MARTINS DE CERQUEIRA","AL","PMDB",6,4,21670.1,5417.525,1100,500,NA,70.1,20,18,61646.5,3424.80555555556,"DEPUTADO FEDERAL","MASCULINO","ENSINO MÉDIO INCOMPLETO","CASADO(A)","CORRETOR DE IMÓVEIS, SEGUROS, TÍTULOS E VALORES",2190
2014,30000000004,"CLAUDIANE PINHEIRO ARAÚJO","AP","PSTU",11,11,4344.34,394.94,4344.34,NA,NA,NA,11,11,4344.34,394.94,"DEPUTADO FEDERAL","FEMININO","SUPERIOR INCOMPLETO","SOLTEIRO(A)","ESTUDANTE, BOLSISTA, ESTAGIÁRIO E ASSEMELHADOS",1814
2014,30000000005,"WODISON LOPES SILVA","AP","PSTU",6,6,1645.34,274.223333333333,1645.34,NA,NA,NA,6,6,1645.34,274.223333333333,"DEPUTADO FEDERAL","MASCULINO","ENSINO MÉDIO COMPLETO","SOLTEIRO(A)","SERVIDOR PÚBLICO ESTADUAL",31
2014,30000000022,"ALBERTO SAMUEL ALCOLUMBRE TOBELEM","AP","DEM",6,5,48600,9720,30000,18600,NA,9000,24,23,48600,2113.04347826087,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","SEPARADO(A) JUDICIALMENTE","ADVOGADO",3843
2014,30000000029,"LUIZ CARLOS GOMES DOS SANTOS JUNIOR","AP","PSDB",16,16,177156,11072.25,NA,66856,NA,10300,88,81,173473.15,2141.64382716049,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","DEPUTADO",9667
2014,30000000033,"JOSE ANDRE DA SILVA BALIEIRO","AP","DEM",4,4,8430,2107.5,NA,150,NA,8280,10,9,7920,880,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","TÉCNICO EM EDIFICAÇÕES",210
2014,30000000046,"SEBASTIÃO FERREIRA DA ROCHA","AP","SD",9,7,259000,37000,25000,1000,NA,8000,136,113,300900,2662.83185840708,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","DEPUTADO",7300
2014,30000000052,"DALCILENE ANDRADE DE SOUSA","AP","SD",3,3,3100,1033.33333333333,2500,600,NA,NA,7,7,3100,442.857142857143,"DEPUTADO FEDERAL","FEMININO","SUPERIOR COMPLETO","CASADO(A)","OUTROS",241
2014,30000000053,"WELLINGTON DE SOUZA GOES","AP","SD",4,4,8100,2025,2500,600,NA,5000,14,14,8100,578.571428571429,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","SERVIDOR PÚBLICO ESTADUAL",739
2014,30000000054,"CLESIO CASTRO DO CARMO","AP","SD",9,9,19089.4,2121.04444444444,2500,10341.37,NA,6248.03,16,15,15589.4,1039.29333333333,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","SOLTEIRO(A)","PROFESSOR DE ENSINO MÉDIO",1379
2014,30000000064,"VALCINETE FARIAS SANTANA","AP","PSD",4,3,1900,633.333333333333,2600,600,NA,NA,4,3,1900,633.333333333333,"DEPUTADO FEDERAL","FEMININO","SUPERIOR COMPLETO","CASADO(A)","POLICIAL CIVIL",1748
2014,30000000065,"WALTER MONTEIRO BENATHAR","AP","PSD",9,9,11738.3,1304.25555555556,3800,7938.3,NA,NA,20,17,11288.3,664.017647058824,"DEPUTADO FEDERAL","MASCULINO","ENSINO MÉDIO COMPLETO","SOLTEIRO(A)","OUTROS",1653
2014,30000000066,"LUCAS ABRAHAO ROSA CEZARIO DE ALMEIDA","AP","PSD",11,10,78850,7885,1500,13320,15050,NA,42,38,72787,1915.44736842105,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","SOLTEIRO(A)","PROFESSOR DE ENSINO MÉDIO",7278
2014,30000000067,"LEONETI DOS SANTOS COSTA","AP","PSD",5,5,5875,1175,5275,600,NA,NA,5,5,5875,1175,"DEPUTADO FEDERAL","FEMININO","SUPERIOR COMPLETO","SOLTEIRO(A)","EMPRESÁRIO",2019
2014,30000000068,"RAIMUNDO LAESTE SENA LIMA","AP","PSD",2,2,1850,925,NA,NA,1850,NA,2,2,1850,925,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR INCOMPLETO","CASADO(A)","OUTROS",146
2014,30000000080,"MIRAELSON COUTINHO TEIXEIRA ALVES","AP","PSD",4,4,1760,440,NA,300,NA,NA,4,4,1760,440,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","SERVIDOR PÚBLICO ESTADUAL",1824
2014,30000000084,"CONCEIÇÃO CORREA MEDEIROS","AP","PDT",14,12,76824,6402,NA,20000,156824,NA,72,63,151236.7,2400.58253968254,"DEPUTADO FEDERAL","FEMININO","SUPERIOR COMPLETO","VIÚVO(A)","PEDAGOGO",7443
2014,30000000085,"GUARABICHABA MARTINS FERREIRA","AP","PDT",11,11,13018.5,1183.5,3500,NA,5500,NA,11,11,13018.5,1183.5,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","OUTROS",263
2014,30000000086,"EDUARDO BRASIL DANTAS","AP","PDT",10,10,9788.5,978.85,3500,2500,NA,NA,10,10,9788.5,978.85,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR INCOMPLETO","SOLTEIRO(A)","OUTROS",296
2014,30000000087,"ANTÔNIO ROBERTO RODRIGUES GÓES DA SILVA","AP","PDT",23,22,79554,3616.09090909091,5000,63800,9600,NA,36,31,72921.4,2352.30322580645,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","DIVORCIADO(A)","ADMINISTRADOR",22134
2014,30000000089,"ALDICLEIA LIRA GÓES","AP","PDT",7,7,8564,1223.42857142857,3500,NA,NA,3000,7,7,8564,1223.42857142857,"DEPUTADO FEDERAL","FEMININO","SUPERIOR COMPLETO","CASADO(A)","ENFERMEIRO",30
2014,30000000090,"JOSÉ LUIZ DA SILVA FERREIRA","AP","PDT",12,12,11963.5,996.958333333333,3500,4200,NA,NA,14,14,11931.9,852.278571428571,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR INCOMPLETO","SEPARADO(A) JUDICIALMENTE","EMPRESÁRIO",992
2014,30000000091,"MARIZETE GÓES DE MAGALHÃES","AP","PDT",12,12,11068.5,922.375,3500,NA,NA,3605,16,16,11068.3,691.76875,"DEPUTADO FEDERAL","FEMININO","SUPERIOR COMPLETO","DIVORCIADO(A)","POLICIAL MILITAR",1324
2014,30000000092,"VANDA CHERFEN DE SOUZA","AP","PDT",12,12,12073.5,1006.125,3500,2500,NA,2460,15,15,12054,803.6,"DEPUTADO FEDERAL","FEMININO","SUPERIOR COMPLETO","SOLTEIRO(A)","PROFESSOR E INSTRUTOR DE FORMAÇÃO PROFISSIONAL",221
2014,30000000108,"IRACELIA BARBOSA RODRIGUES","AP","PDT",11,11,9588.5,871.681818181818,3500,2000,NA,NA,11,11,9588.5,871.681818181818,"DEPUTADO FEDERAL","FEMININO","SUPERIOR COMPLETO","SOLTEIRO(A)","OUTROS",167
2014,30000000116,"ALISON DIEGO DOS SANTOS PINHEIRO","AP","PP",28,23,129207,5617.69565217391,3575,14374,NA,8000,82,66,189507,2871.31818181818,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","VEREADOR",5947
2014,30000000117,"AMARILDO PORTO ARAÚJO","AP","PMDB",13,12,14662.9,1221.90833333333,NA,3500,2500,339.9,10,9,8623,958.111111111111,"DEPUTADO FEDERAL","MASCULINO","ENSINO FUNDAMENTAL COMPLETO","DIVORCIADO(A)","PRODUTOR AGROPECUÁRIO",362
2014,30000000118,"EURICELIA MELO CARDOSO","AP","PP",13,11,294789.5,26799.0454545455,2500,NA,NA,NA,70,57,373441.8,6551.61052631579,"DEPUTADO FEDERAL","FEMININO","SUPERIOR INCOMPLETO","CASADO(A)","ADMINISTRADOR",5715
2014,30000000119,"FÁTIMA LÚCIA PELAES","AP","PMDB",23,22,1191706.88,54168.4945454545,302500,NA,555000,8000,220,199,1083013.59,5442.27934673367,"DEPUTADO FEDERAL","FEMININO","SUPERIOR COMPLETO","CASADO(A)","DEPUTADO",17542
2014,30000000120,"HILTON JOSE DA SILVA ALENCAR","AP","PP",12,8,5289.5,661.1875,2500,2400,NA,NA,12,8,5289.5,661.1875,"DEPUTADO FEDERAL","MASCULINO","ENSINO MÉDIO INCOMPLETO","SOLTEIRO(A)","OUTROS",143
2014,30000000121,"JACI ALMEIDA SIQUEIRA","AP","PMDB",12,8,5253,656.625,2500,NA,NA,320,13,9,5237.65,581.961111111111,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR INCOMPLETO","CASADO(A)","OUTROS",371
2014,30000000122,"LUIZ GIONILSON PINHEIRO BORGES","AP","PMDB",33,25,65923,2636.92,2500,40600,NA,NA,50,36,60474.4,1679.84444444444,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","SOLTEIRO(A)","LOCUTOR E COMENTARISTA DE RÁDIO E TELEVISÃO E RADIALISTA",18709
2014,30000000123,"MARIA DE NAZARÉ DIAS FERREIRA","AP","PMDB",7,3,3300,1100,2500,NA,NA,NA,7,3,3300,1100,"DEPUTADO FEDERAL","FEMININO","ENSINO MÉDIO COMPLETO","DIVORCIADO(A)","AUXILIAR DE ESCRITÓRIO E ASSEMELHADOS",19
2014,30000000124,"TELMA ADRIANA NERY PAIVA","AP","PP",16,16,70312.47,4394.529375,2500,62012.47,NA,5800,32,31,69312.47,2235.88612903226,"DEPUTADO FEDERAL","FEMININO","SUPERIOR COMPLETO","CASADO(A)","VEREADOR",9247
2014,30000000142,"ALLAN ROSAS SALES","AP","PPS",16,14,32050,2289.28571428571,NA,2850,17600,13600,51,32,28562,892.5625,"DEPUTADO FEDERAL","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","EMPRESÁRIO",3093
2014,30000000143,"JOSE ARNOUDO ALVES DE AMORIM","AP","PPS",13,13,6154.4,473.415384615385,NA,3120,105,2813.4,28,26,6106,234.846153846154,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","SERVIDOR PÚBLICO ESTADUAL",765
2014,30000000144,"DENISE APARECIDA MORELLI RIBEIRO","AP","PSC",4,4,891,222.75,NA,600,NA,NA,4,4,891,222.75,"DEPUTADO FEDERAL","FEMININO","SUPERIOR COMPLETO","DIVORCIADO(A)","SERVIDOR PÚBLICO FEDERAL",80
2014,30000000145,"PATRICIA LIMA FERRAZ","AP","PSC",24,22,359500,16340.9090909091,NA,45600,3000,5000,177,161,347046.7,2155.56956521739,"DEPUTADO FEDERAL","FEMININO","SUPERIOR COMPLETO","DIVORCIADO(A)","ODONTÓLOGO",9678
2014,30000000146,"AGORD DE MATOS PINTO","AP","PTC",16,12,21666,1805.5,NA,19750,NA,3800,30,22,20847.96,947.634545454545,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","PROFESSOR DE ENSINO MÉDIO",1598
2014,30000000147,"AGUIDA BARRIGA DA SILVA","AP","PSC",9,9,8101,900.111111111111,NA,7810,NA,NA,12,11,7694.8,699.527272727273,"DEPUTADO FEDERAL","FEMININO","SUPERIOR COMPLETO","CASADO(A)","OUTROS",972
2014,30000000148,"MARCOS JOSE REATEGUI SOUZA","AP","PSC",18,16,218342.5,13646.40625,6242.5,89600,130000,10000,77,60,186653.62,3110.89366666667,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","SEPARADO(A) JUDICIALMENTE","SERVIDOR PÚBLICO FEDERAL",12485
2014,30000000149,"RONALDO VITORIA FAGUNDES","AP","PSC",4,4,891,222.75,NA,600,NA,NA,4,4,891,222.75,"DEPUTADO FEDERAL","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","OUTROS",541
2014,30000000150,"JULIAM EDUARDO HOLANDA SOARES","AP","PSC",8,5,1648,329.6,NA,1900,NA,NA,8,5,1648,329.6,"DEPUTADO FEDERAL","MASCULINO","ENSINO FUNDAMENTAL COMPLETO","SOLTEIRO(A)","OUTROS",886
2014,30000000151,"ALZENIR DE SOUZA SANTOS","AP","PPL",3,3,716,238.666666666667,NA,600,NA,NA,3,3,716,238.666666666667,"DEPUTADO FEDERAL","FEMININO","SUPERIOR COMPLETO","CASADO(A)","ADVOGADO",362
2014,30000000152,"ANTONIO RAIMUNDO BLANC DOS SANTOS","AP","PRTB",9,8,2476,309.5,NA,1550,NA,970,10,9,2424.4,269.377777777778,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","DIVORCIADO(A)","EMPRESÁRIO",755
2014,30000000153,"CAMILO OLIVEIRA DE SOUZA","AP","PRTB",17,14,10889.9,777.85,NA,3250,NA,8473.9,24,19,10518.4,553.6,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","SERVIDOR PÚBLICO FEDERAL",629
2014,30000000154,"EVANDRO COSTA GAMA","AP","PRTB",26,23,110506,4804.60869565217,NA,94700,300,33390,47,36,104983.18,2916.19944444444,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","SERVIDOR PÚBLICO FEDERAL",3531
2014,30000000155,"MANOEL DO NASCIMENTO CAMARA SOUZA","AP","PRTB",8,8,6904,863,760,6028,NA,NA,11,10,6634,663.4,"DEPUTADO FEDERAL","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","PADEIRO, CONFEITEIRO E ASSEMELHADOS",1412
2014,30000000156,"MARIA DO PERPETUO SOCORRO DE ARAUJO MODESTO","AP","PTB",3,3,12800,4266.66666666667,NA,2800,NA,NA,14,14,12613.9,900.992857142857,"DEPUTADO FEDERAL","FEMININO","SUPERIOR COMPLETO","CASADO(A)","POLICIAL MILITAR",1972
2014,30000000157,"EDUARDO SEABRA DA COSTA","AP","PTB",7,7,128720,18388.5714285714,NA,5800,NA,5000,23,23,128713.96,5596.25913043478,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","SERVIDOR PÚBLICO ESTADUAL",2127
2014,30000000158,"JOZIANE ARAUJO NASCIMENTO ROCHA","AP","PTB",32,28,151223.44,5400.83714285714,NA,107750,35598.44,33000,58,46,141095.44,3067.29217391304,"DEPUTADO FEDERAL","FEMININO","ENSINO MÉDIO COMPLETO","CASADO(A)","EMPRESÁRIO",10007
2014,30000000159,"JORIELSON BRITO NASCIMENTO","AP","PRP",55,49,30000,612.244897959184,1300,24100,NA,1200,18,18,35793.16,1988.50888888889,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","SERVIDOR PÚBLICO FEDERAL",4818
2014,30000000160,"ANTONIO LUIZ COUTINHO MARQUES","AP","PSC",14,11,9091,826.454545454545,NA,4550,NA,5150,20,14,8066.9,576.207142857143,"DEPUTADO FEDERAL","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","POLICIAL MILITAR",371
2014,30000000161,"REGIANE GURGEL MENEZES MEDEIROS","AP","PSC",2,2,600,300,NA,600,NA,NA,2,2,600,300,"DEPUTADO FEDERAL","FEMININO","SUPERIOR COMPLETO","CASADO(A)","OUTROS",62
2014,30000000163,"FRANCISCO ODILON FILHO","AP","PPL",32,31,413500,13338.7096774194,NA,83300,298500,32000,80,54,368290.5,6820.19444444444,"DEPUTADO FEDERAL","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","EMPRESÁRIO",7564
2014,30000000165,"FRAN SOARES NASCIMENTO JUNIOR","AP","PMN",2,2,600,300,NA,600,NA,NA,2,2,600,300,"DEPUTADO FEDERAL","MASCULINO","ENSINO MÉDIO COMPLETO","DIVORCIADO(A)","ADMINISTRADOR",0
2014,30000000340,"JURANDIL DOS SANTOS JUAREZ","AP","PROS",18,18,201800,11211.1111111111,NA,15300,30000,156500,67,57,180450.35,3165.79561403509,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","DIVORCIADO(A)","ECONOMISTA",8515
2014,30000000342,"PEDRO LOURENÇO DA COSTA NETO","AP","PROS",8,8,6199,774.875,NA,4000,2169,30,9,9,6187.4,687.488888888889,"DEPUTADO FEDERAL","MASCULINO","ENSINO MÉDIO COMPLETO","SOLTEIRO(A)","OUTROS",3565
2014,30000000343,"ALDRIN NUNES TORRINHA","AP","PROS",13,12,32700,2725,NA,25700,NA,9000,20,20,34700.9,1735.045,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","POLICIAL CIVIL",6756
2014,30000000344,"MARCIA NAZARÉ FARIAS PINHEIRO","AP","PHS",2,2,600,300,NA,600,NA,NA,2,2,600,300,"DEPUTADO FEDERAL","FEMININO","ENSINO FUNDAMENTAL COMPLETO","SOLTEIRO(A)","APOSENTADO (EXCETO SERVIDOR PÚBLICO)",452
2014,30000000345,"OFIRNEY DA CONCEIÇAO SADALA","AP","PT do B",7,6,5944,990.666666666667,NA,4444,500,2000,8,7,5942.4,848.914285714286,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","SOLTEIRO(A)","OUTROS",10286
2014,30000000346,"ELIZOMAR PEREIRA ALVES","AP","PT do B",5,5,2200,440,NA,900,NA,1300,5,5,2200,440,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","ADVOGADO",521
2014,30000000347,"SIDIANE RIBEIRO SOBRINHO","AP","PSDC",2,2,720,360,NA,720,NA,NA,2,2,720,360,"DEPUTADO FEDERAL","FEMININO","SUPERIOR COMPLETO","CASADO(A)","SERVIDOR PÚBLICO ESTADUAL",65
2014,30000000348,"ADIMIRÇO DE ALMEIDA RAMOS","AP","PSDC",6,6,2115,352.5,NA,720,NA,770,8,8,2083.4,260.425,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","SERVIDOR PÚBLICO FEDERAL",889
2014,30000000349,"ZILMA CORREA BALIEIRO DOS SANTOS","AP","PSDC",34,33,61697,1869.60606060606,NA,65772,300,NA,61,57,60943,1069.17543859649,"DEPUTADO FEDERAL","FEMININO","SUPERIOR COMPLETO","CASADO(A)","SERVIDOR PÚBLICO ESTADUAL",10478
2014,30000000350,"EURISON DE ANDRADE DA SILVA","AP","PSDC",11,11,9520,865.454545454545,NA,9520,NA,NA,7,7,8560.03,1222.86142857143,"DEPUTADO FEDERAL","MASCULINO","ENSINO MÉDIO COMPLETO","SOLTEIRO(A)","EMPRESÁRIO",5291
2014,30000000351,"ARLITA SÁ DA SILVA","AP","PSDC",3,3,738.4,246.133333333333,NA,720,NA,18.4,3,3,738.4,246.133333333333,"DEPUTADO FEDERAL","FEMININO","SUPERIOR COMPLETO","SOLTEIRO(A)","SERVIDOR PÚBLICO ESTADUAL",0
2014,30000000352,"MESSIAS REIS DA SILVA","AP","PSDC",4,4,1345,336.25,NA,720,NA,NA,4,4,1345,336.25,"DEPUTADO FEDERAL","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","SERVIDOR PÚBLICO FEDERAL",14
2014,30000000353,"ANDRÉ DOS SANTOS ABDON","AP","PRB",13,13,89464,6881.84615384615,NA,15964,1500,2000,37,37,89373.2,2415.49189189189,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","OUTROS",13798
